Age (months),Gender,Region,Mother_Education,Household_Wealth_Index,Height_cm,Weight_kg
4,0,4,2,0,80.1,12.0
49,0,0,0,1,76.0,14.9
27,0,3,0,2,91.1,9.0
48,1,0,2,0,84.3,15.2
35,0,2,1,2,84.2,7.2
35,1,2,1,0,68.7,17.3
10,1,3,3,2,90.8,18.3
31,1,3,3,0,69.2,8.2
4,0,1,2,2,70.9,11.7
13,1,0,1,2,90.2,18.7
10,1,0,2,2,72.6,17.2
36,0,0,2,1,95.6,8.6
23,0,4,2,2,84.2,17.6
16,1,4,0,2,71.7,8.5
9,0,0,1,0,82.9,9.6
25,0,2,1,2,103.7,18.0
23,1,1,1,1,61.6,19.9
35,0,2,2,1,94.5,11.0
22,1,1,1,2,72.0,6.8
10,0,4,3,2,80.9,18.8
56,0,3,3,1,62.9,5.1
48,0,3,1,1,75.0,5.4
55,1,3,0,2,75.7,5.8
32,1,0,2,2,64.9,13.0
50,1,2,2,1,68.2,12.2
8,0,3,1,1,85.5,8.1
8,1,4,3,2,66.4,18.2
55,1,1,2,2,109.7,15.6
56,0,4,1,1,101.0,17.8
21,0,1,1,1,90.1,6.6
6,0,2,1,0,93.7,13.7
43,1,2,2,1,65.5,6.1
31,1,2,0,0,84.1,9.8
24,0,3,3,2,89.1,15.9
21,0,3,2,1,74.5,17.3
3,1,0,3,2,96.0,12.4
34,0,3,1,0,70.7,12.4
28,1,4,2,0,95.3,15.3
44,0,2,3,1,89.4,14.1
30,1,1,2,1,105.5,11.3
37,0,1,2,2,68.3,6.1
49,1,0,1,2,94.7,9.4
24,0,1,2,0,60.9,12.4
4,0,2,0,2,103.3,13.4
2,1,1,3,0,91.3,16.2
2,0,4,3,1,75.2,10.3
23,1,1,2,1,108.6,13.7
31,0,0,3,1,78.6,17.5
32,1,4,3,0,87.5,12.3
57,0,3,0,1,83.0,18.6
50,1,0,2,2,64.8,17.3
52,1,3,3,0,95.1,17.2
0,1,0,0,0,100.6,15.3
52,1,2,2,0,101.2,13.7
11,0,4,2,0,84.2,12.5
45,0,1,3,1,103.5,5.7
17,0,3,3,2,95.6,18.1
41,0,2,0,2,104.5,10.9
12,0,0,2,2,107.5,13.1
42,0,0,0,1,71.1,6.0
37,0,2,3,0,64.5,13.5
5,1,1,1,0,102.5,15.5
51,0,0,3,1,61.5,11.6
50,0,3,2,1,105.6,18.8
51,1,4,0,2,103.0,5.5
0,1,3,0,0,62.8,19.2
20,0,0,3,0,93.6,19.1
39,1,1,0,2,97.3,10.0
58,1,4,1,0,97.7,7.7
15,1,4,2,1,63.8,19.4
55,1,3,3,0,68.6,17.1
5,0,2,2,2,96.1,17.2
15,1,0,2,0,101.1,13.2
33,1,1,1,0,79.9,17.9
46,1,2,3,2,84.2,19.8
37,1,4,1,2,64.5,9.0
41,1,3,2,2,74.1,10.7
25,1,1,3,0,75.0,6.3
51,1,2,1,0,65.4,16.6
52,0,0,3,0,91.1,18.6
24,1,4,3,0,68.3,18.2
29,0,1,1,1,65.0,7.0
23,0,1,0,0,75.5,11.9
11,1,4,0,2,91.7,16.9
13,1,4,1,1,82.0,14.4
22,1,1,3,2,107.4,14.5
56,1,2,1,2,97.1,17.5
55,1,2,3,2,91.2,11.3
17,0,2,1,1,108.6,6.8
53,1,3,1,2,68.2,9.3
33,1,0,0,2,101.4,15.6
21,0,4,3,2,96.9,15.9
7,1,1,3,0,69.4,8.7
33,0,3,3,1,92.5,11.1
48,1,3,3,0,91.0,17.7
24,0,2,1,2,91.0,18.5
53,0,4,2,0,91.3,11.3
55,0,4,2,0,82.9,6.5
24,1,4,3,0,109.4,9.6
25,0,4,1,2,103.2,17.8
20,0,3,2,1,73.2,19.4
34,0,0,0,1,87.0,9.6
35,1,3,0,1,72.9,18.6
29,1,4,3,1,85.8,12.9
55,0,2,2,2,102.0,13.6
6,0,3,0,1,77.0,19.5
13,0,3,2,2,64.1,13.7
56,1,0,1,0,78.6,19.0
57,1,0,2,2,82.8,7.3
16,1,2,0,1,89.3,11.6
54,0,3,3,1,97.4,7.8
5,0,1,2,0,94.5,11.2
23,1,2,3,0,84.5,13.4
50,1,0,3,2,87.6,9.1
19,0,3,3,1,93.8,15.2
25,1,3,3,1,68.9,8.6
50,0,4,3,0,92.8,16.3
5,0,2,2,1,79.2,10.6
0,0,3,3,2,70.8,12.2
30,1,1,3,1,65.0,19.0
21,1,1,0,0,79.8,14.9
36,1,4,0,2,66.0,6.3
15,0,2,2,2,75.6,7.1
28,1,0,0,2,105.6,19.7
43,0,0,2,2,65.4,18.8
6,0,2,1,2,104.8,15.2
59,0,0,1,0,77.9,12.8
12,1,3,2,1,100.7,11.7
46,0,4,3,0,92.6,11.2
59,1,3,2,1,90.7,17.6
36,0,1,3,0,88.8,6.3
55,0,4,3,0,98.5,9.8
21,0,1,3,0,101.9,16.8
59,1,2,0,2,81.6,17.7
30,1,0,1,1,104.0,15.8
8,1,2,0,1,73.6,5.9
11,0,4,2,1,67.5,16.1
6,1,0,1,0,80.4,19.1
0,1,4,1,0,65.7,5.7
25,0,4,2,1,93.1,14.1
54,1,0,1,2,97.1,18.8
43,1,2,1,0,70.4,10.7
0,1,1,3,2,60.4,5.7
17,1,3,1,0,102.5,13.2
48,1,1,3,1,66.3,19.5
12,0,4,3,1,87.3,12.7
10,0,4,3,1,103.4,7.0
27,1,0,1,1,109.1,10.1
7,0,1,1,1,77.7,12.6
57,0,3,2,2,67.6,15.9
42,0,2,3,2,60.0,19.6
28,1,3,3,2,64.6,13.6
18,0,1,2,2,84.7,13.3
5,0,2,1,2,102.9,11.2
0,1,1,0,0,104.1,18.5
36,1,3,1,0,91.5,7.5
13,1,2,1,2,87.6,19.3
18,0,3,3,0,86.2,19.4
17,0,4,0,0,91.0,16.9
52,0,0,1,1,95.9,15.1
10,1,2,1,2,98.8,19.4
0,0,2,3,0,64.9,11.9
57,0,2,2,0,64.4,18.5
7,1,0,1,2,63.3,8.1
4,0,2,1,1,63.8,11.1
29,0,4,3,0,64.2,10.3
54,0,2,1,0,84.7,14.8
36,1,3,0,1,68.7,12.7
30,0,2,3,0,77.0,6.0
45,1,2,3,0,83.7,19.9
41,0,1,0,0,65.3,18.5
23,0,0,2,0,73.1,8.4
51,1,0,0,2,86.7,15.4
34,1,1,3,1,85.7,9.6
5,0,0,2,2,71.4,6.6
15,0,3,2,1,96.1,18.6
9,0,2,3,0,84.9,5.3
15,0,1,2,0,69.5,19.5
29,0,0,1,1,99.7,11.3
52,0,0,2,0,88.4,19.1
18,0,2,0,1,109.8,10.9
17,1,0,0,0,89.3,13.4
25,1,1,1,0,99.1,7.0
2,0,3,3,2,96.1,13.0
49,0,4,3,0,101.6,6.9
19,1,3,1,0,72.2,19.1
44,0,1,1,0,103.2,19.4
37,1,1,0,2,61.5,5.3
38,1,1,1,1,92.3,14.8
3,0,0,0,2,104.8,13.0
4,0,2,1,2,61.4,5.9
59,0,1,0,2,71.0,5.4
54,1,2,3,1,74.9,5.3
49,0,0,2,0,63.7,17.4
38,1,1,0,2,109.6,18.1
35,1,4,3,0,82.3,6.7
47,1,1,2,1,71.8,16.0
45,0,4,2,0,98.4,19.3
20,0,3,3,0,95.5,9.6
59,0,0,0,1,66.9,14.2
44,1,2,3,2,76.0,9.4
5,1,1,3,1,94.7,18.8
56,1,1,3,2,63.0,10.9
46,1,0,2,1,97.1,15.2
2,1,0,0,2,91.0,10.7
40,1,0,0,2,109.7,8.7
18,1,4,3,2,107.7,18.9
9,0,3,0,2,79.7,19.3
20,0,0,3,2,88.1,5.4
41,0,3,1,2,94.7,15.1
16,0,0,0,2,83.0,9.4
55,1,3,2,0,74.5,9.2
21,0,3,2,0,91.0,9.4
28,0,1,3,2,101.4,18.0
57,0,3,2,0,104.2,14.5
17,0,0,3,2,101.2,5.4
25,1,0,3,1,95.6,12.3
23,0,0,3,2,105.5,8.5
15,0,3,3,1,77.5,12.0
38,0,2,0,2,61.4,18.3
41,0,0,3,2,85.2,6.0
39,0,0,1,1,73.5,8.1
19,0,3,1,1,69.2,11.0
14,1,0,3,0,72.2,8.5
40,1,4,1,1,84.2,17.2
35,0,0,3,2,106.8,7.3
20,0,0,1,0,62.4,18.2
17,1,0,0,2,98.6,14.8
39,1,0,1,1,105.2,15.0
37,1,4,2,2,60.8,19.0
28,0,3,2,0,109.5,10.1
27,0,1,0,2,79.8,12.6
14,1,1,1,0,97.5,16.6
39,0,0,1,2,69.0,11.5
54,1,2,1,0,100.5,16.5
20,0,4,0,1,88.8,5.8
28,0,0,2,2,61.8,19.9
59,1,4,0,2,80.9,15.2
31,1,1,0,1,61.1,14.3
37,1,2,2,2,74.7,12.6
59,0,4,0,2,71.6,8.3
18,1,2,2,1,92.1,11.7
4,1,1,0,0,83.0,12.1
59,0,4,1,2,63.4,11.9
47,0,3,0,2,71.2,13.5
45,1,1,3,0,107.8,14.7
56,1,0,1,1,67.8,17.4
41,1,2,3,2,95.2,5.6
44,0,4,2,0,92.0,6.4
54,1,3,3,1,82.9,12.9
29,1,4,1,2,62.4,19.0
56,1,2,3,2,76.9,12.7
55,1,3,2,0,65.1,5.0
38,1,4,0,2,90.3,10.0
42,0,4,1,1,73.5,12.3
40,0,1,2,2,72.9,12.2
36,1,2,3,2,65.8,8.8
21,1,4,1,0,61.5,12.7
31,1,1,3,2,85.8,14.9
9,0,1,1,0,81.1,17.5
53,0,4,0,2,108.5,7.4
24,0,3,3,2,73.3,11.0
37,0,3,2,0,80.0,14.9
36,0,0,1,1,80.4,13.3
52,1,3,2,2,65.1,6.8
8,0,1,0,2,106.4,10.5
14,0,3,1,1,98.6,19.9
21,0,0,2,1,92.5,18.0
56,0,4,1,0,65.9,14.9
14,1,4,0,2,104.8,6.1
34,1,2,3,0,62.3,9.8
11,1,2,3,2,102.8,14.9
0,1,1,0,2,105.4,9.8
58,0,3,2,2,100.5,13.8
36,0,1,2,0,105.1,10.5
33,0,4,2,0,109.7,7.9
52,1,3,0,1,92.6,11.5
22,1,4,1,2,86.9,7.9
54,0,4,2,2,75.1,15.2
5,1,0,3,1,108.3,7.9
55,1,1,0,1,71.0,10.3
21,0,2,2,0,86.5,7.7
26,0,2,2,1,68.6,8.1
21,1,0,0,2,76.5,13.8
18,0,1,2,1,76.6,16.4
33,0,4,0,0,94.1,9.5
56,1,1,3,1,85.1,10.0
0,0,2,3,2,89.7,6.5
32,1,3,3,2,68.7,11.4
49,1,3,3,2,83.9,11.4
18,1,4,0,0,71.6,12.3
12,1,2,0,2,101.5,12.9
44,1,2,3,0,79.2,18.3
7,1,0,3,0,104.6,6.4
0,0,3,1,1,68.8,17.6
2,1,4,3,1,85.8,12.9
47,1,0,1,0,104.0,19.8
17,0,2,1,1,79.9,18.9
37,1,3,0,0,105.8,6.9
3,1,4,2,1,109.4,12.7
20,0,4,2,2,65.1,12.9
55,1,4,1,0,97.2,8.0
19,1,3,0,1,83.4,14.3
57,0,3,0,0,95.8,6.6
53,1,4,2,0,66.6,7.6
2,0,2,1,1,86.6,18.4
21,1,0,2,0,61.0,12.5
14,0,1,1,2,88.2,15.2
3,0,0,1,2,97.6,13.4
1,0,1,3,1,86.0,9.8
20,1,1,3,0,108.4,14.2
32,0,1,0,2,97.3,16.7
14,0,3,2,1,68.0,5.9
2,0,2,2,2,106.8,6.0
54,1,0,3,0,72.3,14.6
28,0,1,1,2,60.7,18.2
9,0,1,3,1,65.8,7.8
44,0,3,0,0,80.6,16.1
34,0,1,3,2,63.2,6.2
11,0,1,0,1,68.1,10.2
27,1,4,2,2,97.4,5.7
52,0,2,2,0,104.9,7.5
56,0,4,1,1,96.7,7.3
1,0,3,3,1,91.0,7.2
30,1,1,2,1,101.6,6.8
35,1,3,1,2,93.3,15.5
49,0,4,3,2,85.2,11.4
34,1,3,0,0,92.4,14.4
47,1,3,0,0,83.6,9.7
28,1,2,0,0,72.5,12.9
7,0,3,0,1,78.5,7.9
15,1,4,1,0,103.7,13.9
8,1,0,2,2,109.9,5.4
34,0,3,3,1,82.8,16.4
53,0,1,1,2,65.2,18.4
28,0,4,0,2,85.9,6.9
16,0,4,1,0,84.4,6.3
12,0,4,2,0,107.5,15.6
45,0,2,0,2,75.7,9.5
52,0,3,1,1,105.4,14.5
32,1,1,3,2,67.9,9.2
54,1,3,0,0,100.3,15.3
39,0,2,3,1,86.3,19.4
26,0,1,0,2,86.8,12.6
38,1,2,2,0,61.6,15.8
27,0,2,0,0,64.0,12.8
52,1,4,2,0,95.4,19.6
26,1,4,2,2,80.0,8.8
21,1,1,3,1,60.2,15.8
52,0,3,3,2,65.0,9.5
17,1,4,0,0,78.6,18.8
26,0,3,2,2,92.1,7.9
14,1,1,3,0,72.3,13.8
2,1,3,2,0,100.1,11.2
56,0,3,0,1,73.1,19.5
7,1,0,1,2,109.1,6.5
20,1,3,2,2,107.0,8.4
48,0,2,2,1,106.1,17.3
49,0,3,3,1,102.2,14.9
30,0,0,3,0,102.0,9.6
30,0,3,3,0,90.8,9.4
39,1,0,2,2,64.4,9.8
40,0,0,3,2,77.1,15.7
59,0,1,1,0,76.6,18.7
51,0,0,3,2,71.3,8.3
33,0,3,1,1,66.2,7.5
44,1,1,0,1,107.4,18.5
52,0,1,0,2,87.8,18.1
37,0,1,3,1,67.2,19.5
42,0,1,0,2,102.6,16.6
0,1,3,0,2,90.5,17.0
17,1,0,3,0,92.8,19.8
33,1,4,3,2,64.9,8.2
25,0,0,1,0,104.6,9.6
33,0,0,3,0,62.9,7.8
57,0,4,2,2,89.3,12.4
19,1,3,0,0,74.2,12.6
0,0,4,3,2,105.9,10.5
23,0,4,3,0,79.4,10.1
10,1,4,0,1,74.1,17.0
22,0,4,1,1,86.0,5.5
14,1,1,2,1,102.5,8.1
35,0,2,3,0,95.7,11.6
11,0,2,2,2,105.1,12.5
47,0,2,1,1,82.9,9.2
38,1,1,2,0,92.4,16.3
1,0,0,1,2,64.1,18.8
39,1,0,1,0,87.5,14.7
34,1,1,0,2,94.9,18.8
52,0,0,3,0,81.9,20.0
7,1,1,1,1,73.1,15.2
25,0,4,2,0,67.5,7.6
0,0,1,3,1,90.1,9.8
31,1,0,2,2,93.1,7.7
14,1,2,2,0,67.7,18.5
22,1,3,0,1,64.6,11.8
33,0,2,1,0,61.1,5.5
42,0,3,3,2,82.0,14.8
50,0,3,3,0,62.3,8.0
37,1,3,1,1,85.6,5.6
49,0,2,1,0,81.4,7.0
59,1,3,2,0,81.5,19.2
31,0,4,3,1,65.4,13.2
24,0,4,0,1,69.7,14.3
0,1,4,1,0,78.9,7.4
46,0,1,2,2,62.3,18.8
58,1,3,3,1,76.3,11.4
16,1,1,3,2,109.5,13.0
23,1,3,0,2,94.0,18.4
10,1,1,2,2,79.2,18.6
38,0,2,3,2,62.5,13.6
20,1,4,1,1,75.0,17.0
43,1,4,0,1,82.9,6.4
22,1,2,1,0,69.9,7.2
14,0,1,1,1,95.2,17.8
12,0,3,2,1,98.2,17.7
59,1,0,2,2,106.9,16.7
31,1,4,2,1,63.0,12.4
48,0,0,3,0,91.8,5.6
8,0,3,2,1,94.7,10.2
26,0,0,3,2,78.9,9.5
17,1,3,0,2,75.8,7.8
24,0,4,2,2,80.9,16.5
59,1,3,3,2,104.2,5.0
43,1,3,1,2,77.2,13.9
26,0,3,2,0,65.3,8.2
55,0,0,3,2,104.9,17.2
37,0,4,2,2,64.0,6.6
19,0,2,0,0,109.3,15.1
27,1,2,3,2,102.7,16.6
8,0,0,2,2,64.6,16.1
32,0,1,1,0,90.7,15.2
11,0,2,3,0,80.6,9.3
22,0,0,0,2,75.3,19.0
52,0,0,0,1,73.7,13.9
57,1,3,2,0,85.4,11.5
52,1,3,1,2,96.3,13.9
14,0,3,1,1,73.1,10.9
17,0,2,1,1,69.4,14.2
40,1,3,0,0,66.3,10.2
22,1,2,0,0,108.0,12.7
39,0,1,1,2,62.1,9.9
53,0,0,0,2,96.4,16.4
40,0,0,2,0,86.0,7.5
11,1,0,2,0,70.9,13.3
14,0,2,3,2,79.6,12.5
51,0,0,2,1,60.4,16.9
40,1,4,1,2,71.2,8.3
28,1,4,0,1,86.9,18.3
41,1,1,3,1,80.0,5.6
1,0,1,0,1,80.2,14.1
17,1,3,2,2,61.4,10.8
19,0,1,1,0,73.5,12.2
21,1,2,3,1,85.6,12.5
40,1,4,0,1,106.0,18.1
33,0,0,2,0,93.1,12.6
31,0,3,0,1,76.1,5.6
29,1,2,0,2,76.8,7.1
48,1,3,1,2,63.7,6.0
21,0,4,0,0,105.7,8.0
48,0,2,0,2,87.5,7.7
17,0,2,3,1,100.7,8.2
43,1,0,3,1,97.1,5.4
25,0,1,3,1,98.2,5.3
32,0,3,3,1,92.2,9.8
53,0,2,1,1,78.6,9.4
37,0,4,2,0,76.5,19.8
13,0,1,2,2,96.4,19.6
38,0,2,0,0,64.6,17.9
5,0,0,2,2,98.9,13.7
0,0,1,1,1,66.0,13.9
44,1,0,0,1,81.7,12.0
58,1,1,3,2,68.6,6.2
34,0,4,2,2,78.5,14.2
19,0,4,1,0,79.2,19.6
49,1,3,0,1,82.3,10.4
50,0,4,3,1,88.8,18.7
46,1,0,2,2,108.2,7.9
45,0,3,2,0,106.8,14.5
24,0,3,2,2,65.1,6.2
5,0,2,1,2,97.5,8.2
29,0,2,0,2,87.6,15.5
56,1,1,2,1,89.5,15.9
25,0,3,1,2,86.7,17.5
53,0,1,1,0,60.1,18.7
51,1,4,3,2,77.8,7.3
29,0,4,0,1,71.7,9.4
5,0,2,0,0,82.6,8.1
56,0,2,3,1,91.4,12.2
1,1,4,3,1,91.0,19.3
43,0,1,0,2,72.8,10.4
48,1,1,1,0,79.8,18.6
14,1,0,0,2,77.8,9.4
43,0,4,1,0,84.9,14.3
59,0,4,3,1,89.5,18.5
26,0,4,3,0,108.7,12.1
54,1,2,3,0,106.2,17.2
25,1,1,0,1,99.3,13.9
45,1,3,3,1,77.7,9.6
39,0,4,3,0,69.3,19.3
32,0,4,0,1,102.6,18.5
44,1,3,1,1,88.3,15.4
21,1,1,0,2,97.5,17.8
11,0,4,0,2,77.0,8.9
47,0,0,3,0,60.3,18.4
52,1,1,1,0,76.9,6.5
33,1,1,3,2,60.5,17.1
18,0,0,1,2,78.7,5.6
3,1,4,2,0,72.9,6.1
45,0,0,0,0,74.7,9.8
29,1,0,2,1,109.9,10.8
43,0,2,3,0,108.4,12.2
38,1,3,3,2,75.6,9.1
33,1,0,2,0,75.5,16.2
38,0,3,1,1,109.0,6.1
15,1,3,3,0,103.2,9.1
24,0,2,2,0,90.2,8.9
55,1,0,1,1,83.8,7.8
45,1,1,1,0,99.6,13.5
36,1,2,1,1,96.0,6.9
12,1,1,2,2,90.5,13.7
9,1,4,0,1,91.2,6.9
27,0,1,3,2,61.7,8.6
18,0,0,2,2,78.7,14.0
38,1,0,3,0,109.3,13.2
7,0,1,3,1,102.9,14.6
3,0,1,3,0,105.6,14.8
53,1,3,3,2,103.8,13.3
41,1,2,3,0,70.2,12.7
50,1,2,2,1,98.3,6.8
3,1,3,0,0,103.3,13.0
53,0,0,1,1,106.5,12.2
3,0,2,0,1,76.0,5.1
15,1,0,3,2,88.5,15.4
21,0,2,2,0,73.3,19.0
17,1,1,2,1,87.8,6.9
15,0,1,1,1,72.0,9.5
53,0,2,3,1,60.9,11.3
23,1,1,3,2,100.8,16.9
33,0,3,0,0,109.8,6.6
22,0,2,1,2,75.3,15.5
16,0,4,2,1,101.2,15.0
4,0,2,2,0,98.4,11.9
46,0,2,0,0,66.2,18.8
24,1,0,3,2,87.9,11.7
41,1,0,2,0,72.2,8.3
9,0,4,2,2,107.9,13.9
34,1,2,0,0,69.3,19.3
10,1,0,1,2,99.9,10.9
11,1,4,2,1,67.2,9.5
32,0,2,3,1,80.4,19.6
55,1,1,2,1,86.2,15.6
32,1,4,3,2,76.7,14.9
53,0,2,2,1,89.2,11.9
35,0,3,1,2,97.3,7.5
25,1,2,2,0,66.6,16.3
29,1,2,0,2,90.6,16.6
7,0,2,2,1,67.3,11.6
50,1,2,3,2,107.4,9.4
4,1,4,2,1,79.8,6.3
3,0,0,1,1,77.9,8.9
29,1,2,1,2,109.4,18.5
58,1,2,0,2,63.0,10.3
52,1,1,0,1,94.2,11.7
40,1,2,1,2,89.1,10.3
31,1,4,3,1,62.9,9.4
47,0,4,0,0,75.0,14.6
58,0,4,2,0,69.7,12.6
9,1,0,2,0,99.1,9.7
58,0,4,1,0,86.5,11.5
31,0,4,1,2,109.6,14.0
28,0,3,0,0,82.6,17.7
6,1,2,2,2,79.5,11.7
50,0,3,3,1,67.3,5.9
32,0,2,0,1,85.3,12.9
50,0,0,3,1,64.5,17.6
35,0,3,0,1,68.3,12.5
13,1,0,3,1,94.8,15.8
51,0,4,2,1,89.0,12.1
24,0,1,2,2,60.1,8.3
35,1,3,0,2,69.8,13.0
20,1,4,1,0,74.6,6.0
0,1,4,2,1,105.0,13.1
25,1,1,1,1,94.2,8.3
38,0,1,0,2,108.3,18.6
36,1,0,2,0,77.0,8.5
4,1,4,3,0,75.3,18.4
39,1,0,2,1,101.9,5.8
41,1,4,1,0,67.0,13.7
57,1,1,0,2,79.1,9.9
50,0,2,3,2,99.7,12.7
43,1,3,0,0,76.9,15.5
45,1,4,2,1,108.5,6.5
17,1,2,2,2,73.6,14.6
9,1,1,3,2,86.0,15.2
39,1,4,3,2,80.3,18.8
26,1,4,1,0,101.9,15.1
42,1,1,1,2,105.9,6.6
36,1,3,0,1,85.9,7.5
39,0,1,2,2,74.2,16.3
52,1,1,0,0,108.9,10.4
33,0,4,1,2,95.5,9.2
29,1,3,2,2,80.5,7.0
51,0,1,0,1,109.0,14.4
15,0,0,3,1,107.8,8.4
22,0,4,2,2,97.3,6.7
57,1,4,1,2,108.9,15.5
30,1,2,2,0,86.6,7.1
32,0,3,2,1,79.6,12.3
31,0,2,3,0,67.3,7.4
5,0,0,3,0,65.6,8.8
17,1,2,1,1,67.0,12.1
44,1,4,1,2,108.3,10.9
40,1,3,1,1,107.3,12.0
6,0,3,0,1,75.0,6.4
0,0,1,1,0,74.2,12.4
29,0,2,0,1,74.0,12.4
36,0,4,3,2,97.9,10.6
22,1,0,2,1,101.7,17.8
28,1,1,3,2,76.6,7.4
53,0,2,3,2,72.3,18.8
45,1,0,2,0,96.5,11.7
18,1,0,2,0,97.9,19.5
51,1,1,2,2,61.3,17.8
35,1,1,2,1,69.8,19.8
31,1,3,3,1,65.7,19.9
2,0,0,2,0,86.1,12.8
53,1,3,2,0,70.1,5.4
39,1,0,1,2,74.9,6.4
55,0,2,2,0,71.4,11.8
24,1,2,0,0,92.1,12.4
22,0,0,0,0,81.2,7.9
27,1,1,0,0,109.4,15.2
48,0,2,0,2,98.9,7.1
34,0,2,0,2,76.4,11.2
48,1,4,1,0,73.3,17.1
3,1,2,1,2,82.0,12.2
29,1,1,3,1,61.6,19.0
15,0,4,3,1,73.6,13.6
30,0,0,1,2,60.4,17.9
29,1,1,1,2,72.4,17.6
28,0,2,2,0,70.6,13.7
9,1,3,2,2,84.3,5.3
28,0,1,1,2,108.2,12.4
36,1,0,0,2,103.0,18.3
3,1,3,2,0,109.8,15.3
14,0,3,2,2,68.1,19.3
58,1,1,1,0,105.8,18.9
7,0,4,2,1,99.7,16.6
55,1,2,1,0,101.7,16.7
17,0,4,3,1,60.3,19.7
38,0,3,3,2,87.8,19.5
51,1,0,0,2,80.9,17.7
55,0,2,3,1,79.8,16.9
4,1,2,1,1,97.8,12.9
9,1,3,3,1,79.7,12.6
29,0,0,3,2,65.1,16.2
18,0,1,3,1,107.2,18.7
41,1,2,1,2,74.6,10.8
22,1,0,3,0,101.8,14.5
5,1,3,2,1,60.1,12.4
40,1,4,3,2,81.5,7.3
53,1,4,3,2,61.4,10.9
16,0,3,0,2,98.1,10.7
25,0,2,0,2,62.4,5.0
9,0,2,0,2,82.5,6.1
5,1,3,2,1,74.1,19.0
43,0,3,3,0,69.9,9.3
26,1,3,3,0,98.1,17.6
57,1,0,2,2,75.8,15.1
46,1,0,0,2,75.3,5.3
27,0,2,0,1,88.6,19.7
53,1,3,1,2,78.5,14.3
55,1,0,2,1,70.6,16.6
21,0,1,2,1,81.9,11.1
38,0,4,0,2,91.0,6.3
7,1,3,0,2,65.6,5.0
37,0,2,2,0,64.7,19.5
42,1,4,2,0,87.3,10.6
49,0,0,1,2,71.5,6.1
38,1,2,3,0,77.0,14.4
56,0,3,3,0,69.8,13.7
31,1,3,1,1,74.6,16.3
47,0,3,2,1,65.6,10.6
3,0,1,1,2,89.6,12.2
33,1,2,3,0,65.7,12.0
29,1,1,3,1,87.4,8.7
47,0,1,2,1,103.1,7.9
23,0,3,0,2,80.3,7.7
23,1,2,2,0,64.7,8.2
44,1,1,1,2,61.3,12.3
18,1,4,1,2,63.8,13.9
31,1,0,2,1,89.0,13.2
58,0,3,1,0,60.3,5.5
48,1,2,0,2,64.4,10.2
53,1,1,2,0,66.3,19.8
17,0,3,0,0,91.7,12.9
15,0,4,0,0,61.2,14.3
16,1,3,0,0,62.7,7.7
51,0,4,3,2,100.8,13.9
0,0,0,1,2,63.3,5.0
50,1,3,2,1,87.1,8.5
10,1,4,1,0,74.7,7.7
22,1,1,0,0,67.3,17.6
41,0,0,2,0,65.8,11.2
6,1,1,1,2,94.0,11.7
46,0,3,2,1,83.8,6.8
36,0,1,0,0,91.8,11.2
7,1,4,0,2,107.5,5.9
50,0,2,0,0,90.1,16.1
47,1,2,1,1,108.8,9.7
33,0,4,1,2,69.0,8.7
2,1,1,0,2,71.5,7.8
2,1,1,3,0,80.3,16.7
9,1,4,1,0,108.4,13.0
12,0,1,0,0,74.0,10.7
25,0,2,2,1,62.0,18.9
14,0,3,1,2,82.0,6.9
40,1,4,2,0,99.5,16.7
50,0,1,1,2,63.3,9.8
10,1,4,3,0,110.0,19.0
0,1,1,2,2,86.4,15.9
0,0,0,2,1,70.1,17.1
0,1,3,1,0,66.5,19.6
1,0,4,3,0,106.4,10.9
31,0,0,3,1,96.6,5.3
51,1,4,3,2,107.6,10.9
55,0,3,0,1,97.4,7.5
22,0,0,2,1,83.6,18.6
17,0,3,2,2,107.6,10.0
43,1,1,1,0,84.7,14.7
19,0,2,2,0,97.6,8.4
45,1,0,3,0,105.7,9.4
1,0,1,1,2,101.6,9.2
56,1,4,0,0,105.0,11.7
48,1,4,2,2,92.7,5.7
34,1,2,2,1,80.2,7.2
4,0,4,2,0,99.6,10.8
49,0,4,1,1,79.4,10.4
32,0,1,3,1,90.4,13.8
48,0,3,1,0,103.1,5.1
35,1,1,0,1,81.3,15.5
39,1,2,0,2,62.4,14.8
52,0,2,3,2,98.9,8.8
22,0,2,1,1,102.2,8.6
47,1,1,0,2,86.9,16.9
33,1,3,0,1,79.5,6.4
1,0,4,0,1,87.8,20.0
23,0,2,1,0,88.9,9.8
51,0,1,2,2,74.5,10.0
36,0,3,2,0,84.1,9.5
12,1,0,3,2,105.2,7.5
58,1,4,3,2,98.6,5.1
30,1,4,0,1,63.0,19.2
57,1,4,3,0,62.1,8.9
59,1,2,3,0,74.9,5.7
57,0,1,2,0,60.5,10.3
2,1,2,3,1,63.8,9.5
40,0,3,2,1,76.5,16.6
31,1,4,1,2,89.2,5.2
39,1,2,0,1,71.2,8.2
43,0,0,1,0,60.7,19.8
47,1,0,1,0,85.5,6.9
49,0,2,0,1,69.5,8.4
57,1,1,2,0,68.9,12.5
17,1,2,3,1,60.3,16.0
44,1,2,1,1,97.8,13.4
29,1,2,2,1,89.9,12.9
46,0,4,3,1,97.3,7.1
47,1,4,2,1,94.5,15.9
9,0,2,1,1,64.9,12.6
6,1,4,2,2,63.1,7.9
40,1,2,2,1,102.2,9.5
45,0,4,1,1,72.4,11.0
34,0,1,2,2,78.8,14.2
